,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
0,1,Australia,Melbourne,,2008-03-16 04:30:00,Australian Grand Prix,conventional,Practice 1,2008-03-14,Practice 2,2008-03-14,Practice 3,2008-03-15,Qualifying,2008-03-15,Race,2008-03-16 04:30:00,False,2008
1,2,Malaysia,Kuala Lumpur,,2008-03-23 07:00:00,Malaysian Grand Prix,conventional,Practice 1,2008-03-21,Practice 2,2008-03-21,Practice 3,2008-03-22,Qualifying,2008-03-22,Race,2008-03-23 07:00:00,False,2008
2,3,Bahrain,Sakhir,,2008-04-06 11:30:00,Bahrain Grand Prix,conventional,Practice 1,2008-04-04,Practice 2,2008-04-04,Practice 3,2008-04-05,Qualifying,2008-04-05,Race,2008-04-06 11:30:00,False,2008
3,4,Spain,Montmeló,,2008-04-27 12:00:00,Spanish Grand Prix,conventional,Practice 1,2008-04-25,Practice 2,2008-04-25,Practice 3,2008-04-26,Qualifying,2008-04-26,Race,2008-04-27 12:00:00,False,2008
4,5,Turkey,Istanbul,,2008-05-11 12:00:00,Turkish Grand Prix,conventional,Practice 1,2008-05-09,Practice 2,2008-05-09,Practice 3,2008-05-10,Qualifying,2008-05-10,Race,2008-05-11 12:00:00,False,2008
5,6,Monaco,Monte-Carlo,,2008-05-25 12:00:00,Monaco Grand Prix,conventional,Practice 1,2008-05-23,Practice 2,2008-05-23,Practice 3,2008-05-24,Qualifying,2008-05-24,Race,2008-05-25 12:00:00,False,2008
6,7,Canada,Montreal,,2008-06-08 17:00:00,Canadian Grand Prix,conventional,Practice 1,2008-06-06,Practice 2,2008-06-06,Practice 3,2008-06-07,Qualifying,2008-06-07,Race,2008-06-08 17:00:00,False,2008
7,8,France,Magny Cours,,2008-06-22 12:00:00,French Grand Prix,conventional,Practice 1,2008-06-20,Practice 2,2008-06-20,Practice 3,2008-06-21,Qualifying,2008-06-21,Race,2008-06-22 12:00:00,False,2008
8,9,UK,Silverstone,,2008-07-06 12:00:00,British Grand Prix,conventional,Practice 1,2008-07-04,Practice 2,2008-07-04,Practice 3,2008-07-05,Qualifying,2008-07-05,Race,2008-07-06 12:00:00,False,2008
9,10,Germany,Hockenheim,,2008-07-20 12:00:00,German Grand Prix,conventional,Practice 1,2008-07-18,Practice 2,2008-07-18,Practice 3,2008-07-19,Qualifying,2008-07-19,Race,2008-07-20 12:00:00,False,2008
10,11,Hungary,Budapest,,2008-08-03 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2008-08-01,Practice 2,2008-08-01,Practice 3,2008-08-02,Qualifying,2008-08-02,Race,2008-08-03 12:00:00,False,2008
11,12,Spain,Valencia,,2008-08-24 12:00:00,European Grand Prix,conventional,Practice 1,2008-08-22,Practice 2,2008-08-22,Practice 3,2008-08-23,Qualifying,2008-08-23,Race,2008-08-24 12:00:00,False,2008
12,13,Belgium,Spa,,2008-09-07 12:00:00,Belgian Grand Prix,conventional,Practice 1,2008-09-05,Practice 2,2008-09-05,Practice 3,2008-09-06,Qualifying,2008-09-06,Race,2008-09-07 12:00:00,False,2008
13,14,Italy,Monza,,2008-09-14 12:00:00,Italian Grand Prix,conventional,Practice 1,2008-09-12,Practice 2,2008-09-12,Practice 3,2008-09-13,Qualifying,2008-09-13,Race,2008-09-14 12:00:00,False,2008
14,15,Singapore,Marina Bay,,2008-09-28 12:00:00,Singapore Grand Prix,conventional,Practice 1,2008-09-26,Practice 2,2008-09-26,Practice 3,2008-09-27,Qualifying,2008-09-27,Race,2008-09-28 12:00:00,False,2008
15,16,Japan,Oyama,,2008-10-12 04:30:00,Japanese Grand Prix,conventional,Practice 1,2008-10-10,Practice 2,2008-10-10,Practice 3,2008-10-11,Qualifying,2008-10-11,Race,2008-10-12 04:30:00,False,2008
16,17,China,Shanghai,,2008-10-19 07:00:00,Chinese Grand Prix,conventional,Practice 1,2008-10-17,Practice 2,2008-10-17,Practice 3,2008-10-18,Qualifying,2008-10-18,Race,2008-10-19 07:00:00,False,2008
17,18,Brazil,São Paulo,,2008-11-02 17:00:00,Brazilian Grand Prix,conventional,Practice 1,2008-10-31,Practice 2,2008-10-31,Practice 3,2008-11-01,Qualifying,2008-11-01,Race,2008-11-02 17:00:00,False,2008
