,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
0,1,Australia,Melbourne,,2009-03-29 06:00:00,Australian Grand Prix,conventional,Practice 1,2009-03-27,Practice 2,2009-03-27,Practice 3,2009-03-28,Qualifying,2009-03-28,Race,2009-03-29 06:00:00,False,2009
1,2,Malaysia,Kuala Lumpur,,2009-04-05 09:00:00,Malaysian Grand Prix,conventional,Practice 1,2009-04-03,Practice 2,2009-04-03,Practice 3,2009-04-04,Qualifying,2009-04-04,Race,2009-04-05 09:00:00,False,2009
2,3,China,Shanghai,,2009-04-19 07:00:00,Chinese Grand Prix,conventional,Practice 1,2009-04-17,Practice 2,2009-04-17,Practice 3,2009-04-18,Qualifying,2009-04-18,Race,2009-04-19 07:00:00,False,2009
3,4,Bahrain,Sakhir,,2009-04-26 12:00:00,Bahrain Grand Prix,conventional,Practice 1,2009-04-24,Practice 2,2009-04-24,Practice 3,2009-04-25,Qualifying,2009-04-25,Race,2009-04-26 12:00:00,False,2009
4,5,Spain,Montmeló,,2009-05-10 12:00:00,Spanish Grand Prix,conventional,Practice 1,2009-05-08,Practice 2,2009-05-08,Practice 3,2009-05-09,Qualifying,2009-05-09,Race,2009-05-10 12:00:00,False,2009
5,6,Monaco,Monte-Carlo,,2009-05-24 12:00:00,Monaco Grand Prix,conventional,Practice 1,2009-05-22,Practice 2,2009-05-22,Practice 3,2009-05-23,Qualifying,2009-05-23,Race,2009-05-24 12:00:00,False,2009
6,7,Turkey,Istanbul,,2009-06-07 12:00:00,Turkish Grand Prix,conventional,Practice 1,2009-06-05,Practice 2,2009-06-05,Practice 3,2009-06-06,Qualifying,2009-06-06,Race,2009-06-07 12:00:00,False,2009
7,8,UK,Silverstone,,2009-06-21 12:00:00,British Grand Prix,conventional,Practice 1,2009-06-19,Practice 2,2009-06-19,Practice 3,2009-06-20,Qualifying,2009-06-20,Race,2009-06-21 12:00:00,False,2009
8,9,Germany,Nürburg,,2009-07-12 12:00:00,German Grand Prix,conventional,Practice 1,2009-07-10,Practice 2,2009-07-10,Practice 3,2009-07-11,Qualifying,2009-07-11,Race,2009-07-12 12:00:00,False,2009
9,10,Hungary,Budapest,,2009-07-26 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2009-07-24,Practice 2,2009-07-24,Practice 3,2009-07-25,Qualifying,2009-07-25,Race,2009-07-26 12:00:00,False,2009
10,11,Spain,Valencia,,2009-08-23 12:00:00,European Grand Prix,conventional,Practice 1,2009-08-21,Practice 2,2009-08-21,Practice 3,2009-08-22,Qualifying,2009-08-22,Race,2009-08-23 12:00:00,False,2009
11,12,Belgium,Spa,,2009-08-30 12:00:00,Belgian Grand Prix,conventional,Practice 1,2009-08-28,Practice 2,2009-08-28,Practice 3,2009-08-29,Qualifying,2009-08-29,Race,2009-08-30 12:00:00,False,2009
12,13,Italy,Monza,,2009-09-13 12:00:00,Italian Grand Prix,conventional,Practice 1,2009-09-11,Practice 2,2009-09-11,Practice 3,2009-09-12,Qualifying,2009-09-12,Race,2009-09-13 12:00:00,False,2009
13,14,Singapore,Marina Bay,,2009-09-27 12:00:00,Singapore Grand Prix,conventional,Practice 1,2009-09-25,Practice 2,2009-09-25,Practice 3,2009-09-26,Qualifying,2009-09-26,Race,2009-09-27 12:00:00,False,2009
14,15,Japan,Suzuka,,2009-10-04 05:00:00,Japanese Grand Prix,conventional,Practice 1,2009-10-02,Practice 2,2009-10-02,Practice 3,2009-10-03,Qualifying,2009-10-03,Race,2009-10-04 05:00:00,False,2009
15,16,Brazil,São Paulo,,2009-10-18 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2009-10-16,Practice 2,2009-10-16,Practice 3,2009-10-17,Qualifying,2009-10-17,Race,2009-10-18 16:00:00,False,2009
16,17,UAE,Abu Dhabi,,2009-11-01 11:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2009-10-30,Practice 2,2009-10-30,Practice 3,2009-10-31,Qualifying,2009-10-31,Race,2009-11-01 11:00:00,False,2009
