,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
0,1,Brazil,São Paulo,,1994-03-27,Brazilian Grand Prix,conventional,Practice 1,1994-03-25,Practice 2,1994-03-25,Practice 3,1994-03-26,Qualifying,1994-03-26,Race,1994-03-27,False,1994
1,2,Japan,Okayama,,1994-04-17,Pacific Grand Prix,conventional,Practice 1,1994-04-15,Practice 2,1994-04-15,Practice 3,1994-04-16,Qualifying,1994-04-16,Race,1994-04-17,False,1994
2,3,Italy,Imola,,1994-05-01,San Marino Grand Prix,conventional,Practice 1,1994-04-29,Practice 2,1994-04-29,Practice 3,1994-04-30,Qualifying,1994-04-30,Race,1994-05-01,False,1994
3,4,Monaco,Monte-Carlo,,1994-05-15,Monaco Grand Prix,conventional,Practice 1,1994-05-13,Practice 2,1994-05-13,Practice 3,1994-05-14,Qualifying,1994-05-14,Race,1994-05-15,False,1994
4,5,Spain,Montmeló,,1994-05-29,Spanish Grand Prix,conventional,Practice 1,1994-05-27,Practice 2,1994-05-27,Practice 3,1994-05-28,Qualifying,1994-05-28,Race,1994-05-29,False,1994
5,6,Canada,Montreal,,1994-06-12,Canadian Grand Prix,conventional,Practice 1,1994-06-10,Practice 2,1994-06-10,Practice 3,1994-06-11,Qualifying,1994-06-11,Race,1994-06-12,False,1994
6,7,France,Magny Cours,,1994-07-03,French Grand Prix,conventional,Practice 1,1994-07-01,Practice 2,1994-07-01,Practice 3,1994-07-02,Qualifying,1994-07-02,Race,1994-07-03,False,1994
7,8,UK,Silverstone,,1994-07-10,British Grand Prix,conventional,Practice 1,1994-07-08,Practice 2,1994-07-08,Practice 3,1994-07-09,Qualifying,1994-07-09,Race,1994-07-10,False,1994
8,9,Germany,Hockenheim,,1994-07-31,German Grand Prix,conventional,Practice 1,1994-07-29,Practice 2,1994-07-29,Practice 3,1994-07-30,Qualifying,1994-07-30,Race,1994-07-31,False,1994
9,10,Hungary,Budapest,,1994-08-14,Hungarian Grand Prix,conventional,Practice 1,1994-08-12,Practice 2,1994-08-12,Practice 3,1994-08-13,Qualifying,1994-08-13,Race,1994-08-14,False,1994
10,11,Belgium,Spa,,1994-08-28,Belgian Grand Prix,conventional,Practice 1,1994-08-26,Practice 2,1994-08-26,Practice 3,1994-08-27,Qualifying,1994-08-27,Race,1994-08-28,False,1994
11,12,Italy,Monza,,1994-09-11,Italian Grand Prix,conventional,Practice 1,1994-09-09,Practice 2,1994-09-09,Practice 3,1994-09-10,Qualifying,1994-09-10,Race,1994-09-11,False,1994
12,13,Portugal,Estoril,,1994-09-25,Portuguese Grand Prix,conventional,Practice 1,1994-09-23,Practice 2,1994-09-23,Practice 3,1994-09-24,Qualifying,1994-09-24,Race,1994-09-25,False,1994
13,14,Spain,Jerez de la Frontera,,1994-10-16,European Grand Prix,conventional,Practice 1,1994-10-14,Practice 2,1994-10-14,Practice 3,1994-10-15,Qualifying,1994-10-15,Race,1994-10-16,False,1994
14,15,Japan,Suzuka,,1994-11-06,Japanese Grand Prix,conventional,Practice 1,1994-11-04,Practice 2,1994-11-04,Practice 3,1994-11-05,Qualifying,1994-11-05,Race,1994-11-06,False,1994
15,16,Australia,Adelaide,,1994-11-13,Australian Grand Prix,conventional,Practice 1,1994-11-11,Practice 2,1994-11-11,Practice 3,1994-11-12,Qualifying,1994-11-12,Race,1994-11-13,False,1994
