,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
0,1,Monaco,Monte-Carlo,,1959-05-10,Monaco Grand Prix,conventional,Practice 1,1959-05-08,Practice 2,1959-05-08,Practice 3,1959-05-09,Qualifying,1959-05-09,Race,1959-05-10,False,1959
1,2,USA,Indianapolis,,1959-05-30,Indianapolis 500,conventional,Practice 1,1959-05-28,Practice 2,1959-05-28,Practice 3,1959-05-29,Qualifying,1959-05-29,Race,1959-05-30,False,1959
2,3,Netherlands,Zandvoort,,1959-05-31,Dutch Grand Prix,conventional,Practice 1,1959-05-29,Practice 2,1959-05-29,Practice 3,1959-05-30,Qualifying,1959-05-30,Race,1959-05-31,False,1959
3,4,France,Reims,,1959-07-05,French Grand Prix,conventional,Practice 1,1959-07-03,Practice 2,1959-07-03,Practice 3,1959-07-04,Qualifying,1959-07-04,Race,1959-07-05,False,1959
4,5,UK,Liverpool,,1959-07-18,British Grand Prix,conventional,Practice 1,1959-07-16,Practice 2,1959-07-16,Practice 3,1959-07-17,Qualifying,1959-07-17,Race,1959-07-18,False,1959
5,6,Germany,Berlin,,1959-08-02,German Grand Prix,conventional,Practice 1,1959-07-31,Practice 2,1959-07-31,Practice 3,1959-08-01,Qualifying,1959-08-01,Race,1959-08-02,False,1959
6,7,Portugal,Lisbon,,1959-08-23,Portuguese Grand Prix,conventional,Practice 1,1959-08-21,Practice 2,1959-08-21,Practice 3,1959-08-22,Qualifying,1959-08-22,Race,1959-08-23,False,1959
7,8,Italy,Monza,,1959-09-13,Italian Grand Prix,conventional,Practice 1,1959-09-11,Practice 2,1959-09-11,Practice 3,1959-09-12,Qualifying,1959-09-12,Race,1959-09-13,False,1959
8,9,USA,Florida,,1959-12-12,United States Grand Prix,conventional,Practice 1,1959-12-10,Practice 2,1959-12-10,Practice 3,1959-12-11,Qualifying,1959-12-11,Race,1959-12-12,False,1959
