,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
0,1,Argentina,Buenos Aires,,1979-01-21,Argentine Grand Prix,conventional,Practice 1,1979-01-19,Practice 2,1979-01-19,Practice 3,1979-01-20,Qualifying,1979-01-20,Race,1979-01-21,False,1979
1,2,Brazil,São Paulo,,1979-02-04,Brazilian Grand Prix,conventional,Practice 1,1979-02-02,Practice 2,1979-02-02,Practice 3,1979-02-03,Qualifying,1979-02-03,Race,1979-02-04,False,1979
2,3,South Africa,Midrand,,1979-03-03,South African Grand Prix,conventional,Practice 1,1979-03-01,Practice 2,1979-03-01,Practice 3,1979-03-02,Qualifying,1979-03-02,Race,1979-03-03,False,1979
3,4,USA,California,,1979-04-08,United States Grand Prix West,conventional,Practice 1,1979-04-06,Practice 2,1979-04-06,Practice 3,1979-04-07,Qualifying,1979-04-07,Race,1979-04-08,False,1979
4,5,Spain,Madrid,,1979-04-29,Spanish Grand Prix,conventional,Practice 1,1979-04-27,Practice 2,1979-04-27,Practice 3,1979-04-28,Qualifying,1979-04-28,Race,1979-04-29,False,1979
5,6,Belgium,Heusden-Zolder,,1979-05-13,Belgian Grand Prix,conventional,Practice 1,1979-05-11,Practice 2,1979-05-11,Practice 3,1979-05-12,Qualifying,1979-05-12,Race,1979-05-13,False,1979
6,7,Monaco,Monte-Carlo,,1979-05-27,Monaco Grand Prix,conventional,Practice 1,1979-05-25,Practice 2,1979-05-25,Practice 3,1979-05-26,Qualifying,1979-05-26,Race,1979-05-27,False,1979
7,8,France,Dijon,,1979-07-01,French Grand Prix,conventional,Practice 1,1979-06-29,Practice 2,1979-06-29,Practice 3,1979-06-30,Qualifying,1979-06-30,Race,1979-07-01,False,1979
8,9,UK,Silverstone,,1979-07-14,British Grand Prix,conventional,Practice 1,1979-07-12,Practice 2,1979-07-12,Practice 3,1979-07-13,Qualifying,1979-07-13,Race,1979-07-14,False,1979
9,10,Germany,Hockenheim,,1979-07-29,German Grand Prix,conventional,Practice 1,1979-07-27,Practice 2,1979-07-27,Practice 3,1979-07-28,Qualifying,1979-07-28,Race,1979-07-29,False,1979
10,11,Austria,Spielberg,,1979-08-12,Austrian Grand Prix,conventional,Practice 1,1979-08-10,Practice 2,1979-08-10,Practice 3,1979-08-11,Qualifying,1979-08-11,Race,1979-08-12,False,1979
11,12,Netherlands,Zandvoort,,1979-08-26,Dutch Grand Prix,conventional,Practice 1,1979-08-24,Practice 2,1979-08-24,Practice 3,1979-08-25,Qualifying,1979-08-25,Race,1979-08-26,False,1979
12,13,Italy,Monza,,1979-09-09,Italian Grand Prix,conventional,Practice 1,1979-09-07,Practice 2,1979-09-07,Practice 3,1979-09-08,Qualifying,1979-09-08,Race,1979-09-09,False,1979
13,14,Canada,Montreal,,1979-09-30,Canadian Grand Prix,conventional,Practice 1,1979-09-28,Practice 2,1979-09-28,Practice 3,1979-09-29,Qualifying,1979-09-29,Race,1979-09-30,False,1979
14,15,USA,New York State,,1979-10-07,United States Grand Prix,conventional,Practice 1,1979-10-05,Practice 2,1979-10-05,Practice 3,1979-10-06,Qualifying,1979-10-06,Race,1979-10-07,False,1979
