,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
0,1,Brazil,Rio de Janeiro,,1988-04-03,Brazilian Grand Prix,conventional,Practice 1,1988-04-01,Practice 2,1988-04-01,Practice 3,1988-04-02,Qualifying,1988-04-02,Race,1988-04-03,False,1988
1,2,Italy,Imola,,1988-05-01,San Marino Grand Prix,conventional,Practice 1,1988-04-29,Practice 2,1988-04-29,Practice 3,1988-04-30,Qualifying,1988-04-30,Race,1988-05-01,False,1988
2,3,Monaco,Monte-Carlo,,1988-05-15,Monaco Grand Prix,conventional,Practice 1,1988-05-13,Practice 2,1988-05-13,Practice 3,1988-05-14,Qualifying,1988-05-14,Race,1988-05-15,False,1988
3,4,Mexico,Mexico City,,1988-05-29,Mexican Grand Prix,conventional,Practice 1,1988-05-27,Practice 2,1988-05-27,Practice 3,1988-05-28,Qualifying,1988-05-28,Race,1988-05-29,False,1988
4,5,Canada,Montreal,,1988-06-12,Canadian Grand Prix,conventional,Practice 1,1988-06-10,Practice 2,1988-06-10,Practice 3,1988-06-11,Qualifying,1988-06-11,Race,1988-06-12,False,1988
5,6,USA,Detroit,,1988-06-19,Detroit Grand Prix,conventional,Practice 1,1988-06-17,Practice 2,1988-06-17,Practice 3,1988-06-18,Qualifying,1988-06-18,Race,1988-06-19,False,1988
6,7,France,Le Castellet,,1988-07-03,French Grand Prix,conventional,Practice 1,1988-07-01,Practice 2,1988-07-01,Practice 3,1988-07-02,Qualifying,1988-07-02,Race,1988-07-03,False,1988
7,8,UK,Silverstone,,1988-07-10,British Grand Prix,conventional,Practice 1,1988-07-08,Practice 2,1988-07-08,Practice 3,1988-07-09,Qualifying,1988-07-09,Race,1988-07-10,False,1988
8,9,Germany,Hockenheim,,1988-07-24,German Grand Prix,conventional,Practice 1,1988-07-22,Practice 2,1988-07-22,Practice 3,1988-07-23,Qualifying,1988-07-23,Race,1988-07-24,False,1988
9,10,Hungary,Budapest,,1988-08-07,Hungarian Grand Prix,conventional,Practice 1,1988-08-05,Practice 2,1988-08-05,Practice 3,1988-08-06,Qualifying,1988-08-06,Race,1988-08-07,False,1988
10,11,Belgium,Spa,,1988-08-28,Belgian Grand Prix,conventional,Practice 1,1988-08-26,Practice 2,1988-08-26,Practice 3,1988-08-27,Qualifying,1988-08-27,Race,1988-08-28,False,1988
11,12,Italy,Monza,,1988-09-11,Italian Grand Prix,conventional,Practice 1,1988-09-09,Practice 2,1988-09-09,Practice 3,1988-09-10,Qualifying,1988-09-10,Race,1988-09-11,False,1988
12,13,Portugal,Estoril,,1988-09-25,Portuguese Grand Prix,conventional,Practice 1,1988-09-23,Practice 2,1988-09-23,Practice 3,1988-09-24,Qualifying,1988-09-24,Race,1988-09-25,False,1988
13,14,Spain,Jerez de la Frontera,,1988-10-02,Spanish Grand Prix,conventional,Practice 1,1988-09-30,Practice 2,1988-09-30,Practice 3,1988-10-01,Qualifying,1988-10-01,Race,1988-10-02,False,1988
14,15,Japan,Suzuka,,1988-10-30,Japanese Grand Prix,conventional,Practice 1,1988-10-28,Practice 2,1988-10-28,Practice 3,1988-10-29,Qualifying,1988-10-29,Race,1988-10-30,False,1988
15,16,Australia,Adelaide,,1988-11-13,Australian Grand Prix,conventional,Practice 1,1988-11-11,Practice 2,1988-11-11,Practice 3,1988-11-12,Qualifying,1988-11-12,Race,1988-11-13,False,1988
