,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
0,1,Australia,Melbourne,,2016-03-20 05:00:00,Australian Grand Prix,conventional,Practice 1,2016-03-18,Practice 2,2016-03-18,Practice 3,2016-03-19,Qualifying,2016-03-19,Race,2016-03-20 05:00:00,False,2016
1,2,Bahrain,Sakhir,,2016-04-03 15:00:00,Bahrain Grand Prix,conventional,Practice 1,2016-04-01,Practice 2,2016-04-01,Practice 3,2016-04-02,Qualifying,2016-04-02,Race,2016-04-03 15:00:00,False,2016
2,3,China,Shanghai,,2016-04-17 06:00:00,Chinese Grand Prix,conventional,Practice 1,2016-04-15,Practice 2,2016-04-15,Practice 3,2016-04-16,Qualifying,2016-04-16,Race,2016-04-17 06:00:00,False,2016
3,4,Russia,Sochi,,2016-05-01 12:00:00,Russian Grand Prix,conventional,Practice 1,2016-04-29,Practice 2,2016-04-29,Practice 3,2016-04-30,Qualifying,2016-04-30,Race,2016-05-01 12:00:00,False,2016
4,5,Spain,Montmeló,,2016-05-15 12:00:00,Spanish Grand Prix,conventional,Practice 1,2016-05-13,Practice 2,2016-05-13,Practice 3,2016-05-14,Qualifying,2016-05-14,Race,2016-05-15 12:00:00,False,2016
5,6,Monaco,Monte-Carlo,,2016-05-29 12:00:00,Monaco Grand Prix,conventional,Practice 1,2016-05-27,Practice 2,2016-05-27,Practice 3,2016-05-28,Qualifying,2016-05-28,Race,2016-05-29 12:00:00,False,2016
6,7,Canada,Montreal,,2016-06-12 18:00:00,Canadian Grand Prix,conventional,Practice 1,2016-06-10,Practice 2,2016-06-10,Practice 3,2016-06-11,Qualifying,2016-06-11,Race,2016-06-12 18:00:00,False,2016
7,8,Azerbaijan,Baku,,2016-06-19 13:00:00,European Grand Prix,conventional,Practice 1,2016-06-17,Practice 2,2016-06-17,Practice 3,2016-06-18,Qualifying,2016-06-18,Race,2016-06-19 13:00:00,False,2016
8,9,Austria,Spielberg,,2016-07-03 12:00:00,Austrian Grand Prix,conventional,Practice 1,2016-07-01,Practice 2,2016-07-01,Practice 3,2016-07-02,Qualifying,2016-07-02,Race,2016-07-03 12:00:00,False,2016
9,10,UK,Silverstone,,2016-07-10 12:00:00,British Grand Prix,conventional,Practice 1,2016-07-08,Practice 2,2016-07-08,Practice 3,2016-07-09,Qualifying,2016-07-09,Race,2016-07-10 12:00:00,False,2016
10,11,Hungary,Budapest,,2016-07-24 12:00:00,Hungarian Grand Prix,conventional,Practice 1,2016-07-22,Practice 2,2016-07-22,Practice 3,2016-07-23,Qualifying,2016-07-23,Race,2016-07-24 12:00:00,False,2016
11,12,Germany,Hockenheim,,2016-07-31 12:00:00,German Grand Prix,conventional,Practice 1,2016-07-29,Practice 2,2016-07-29,Practice 3,2016-07-30,Qualifying,2016-07-30,Race,2016-07-31 12:00:00,False,2016
12,13,Belgium,Spa,,2016-08-28 12:00:00,Belgian Grand Prix,conventional,Practice 1,2016-08-26,Practice 2,2016-08-26,Practice 3,2016-08-27,Qualifying,2016-08-27,Race,2016-08-28 12:00:00,False,2016
13,14,Italy,Monza,,2016-09-04 12:00:00,Italian Grand Prix,conventional,Practice 1,2016-09-02,Practice 2,2016-09-02,Practice 3,2016-09-03,Qualifying,2016-09-03,Race,2016-09-04 12:00:00,False,2016
14,15,Singapore,Marina Bay,,2016-09-18 12:00:00,Singapore Grand Prix,conventional,Practice 1,2016-09-16,Practice 2,2016-09-16,Practice 3,2016-09-17,Qualifying,2016-09-17,Race,2016-09-18 12:00:00,False,2016
15,16,Malaysia,Kuala Lumpur,,2016-10-02 07:00:00,Malaysian Grand Prix,conventional,Practice 1,2016-09-30,Practice 2,2016-09-30,Practice 3,2016-10-01,Qualifying,2016-10-01,Race,2016-10-02 07:00:00,False,2016
16,17,Japan,Suzuka,,2016-10-09 05:00:00,Japanese Grand Prix,conventional,Practice 1,2016-10-07,Practice 2,2016-10-07,Practice 3,2016-10-08,Qualifying,2016-10-08,Race,2016-10-09 05:00:00,False,2016
17,18,USA,Austin,,2016-10-23 19:00:00,United States Grand Prix,conventional,Practice 1,2016-10-21,Practice 2,2016-10-21,Practice 3,2016-10-22,Qualifying,2016-10-22,Race,2016-10-23 19:00:00,False,2016
18,19,Mexico,Mexico City,,2016-10-30 19:00:00,Mexican Grand Prix,conventional,Practice 1,2016-10-28,Practice 2,2016-10-28,Practice 3,2016-10-29,Qualifying,2016-10-29,Race,2016-10-30 19:00:00,False,2016
19,20,Brazil,São Paulo,,2016-11-13 16:00:00,Brazilian Grand Prix,conventional,Practice 1,2016-11-11,Practice 2,2016-11-11,Practice 3,2016-11-12,Qualifying,2016-11-12,Race,2016-11-13 16:00:00,False,2016
20,21,UAE,Abu Dhabi,,2016-11-27 13:00:00,Abu Dhabi Grand Prix,conventional,Practice 1,2016-11-25,Practice 2,2016-11-25,Practice 3,2016-11-26,Qualifying,2016-11-26,Race,2016-11-27 13:00:00,False,2016
