,RoundNumber,Country,Location,OfficialEventName,EventDate,EventName,EventFormat,Session1,Session1Date,Session2,Session2Date,Session3,Session3Date,Session4,Session4Date,Session5,Session5Date,F1ApiSupport,Year
10,10,UK,Silverstone,FORMULA 1 PIRELLI BRITISH GRAND PRIX 2021,2021-07-18,British Grand Prix,sprint,Practice 1,2021-07-16,Qualifying,2021-07-16,Practice 2,2021-07-17,Sprint Qualifying,2021-07-17,Race,2021-07-18,True,2021
11,11,Hungary,Budapest,FORMULA 1 ROLEX MAGYAR NAGYDÍJ 2021,2021-08-01,Hungarian Grand Prix,conventional,Practice 1,2021-07-30,Practice 2,2021-07-30,Practice 3,2021-07-31,Qualifying,2021-07-31,Race,2021-08-01,True,2021
12,12,Belgium,Spa,FORMULA 1 ROLEX BELGIAN GRAND PRIX 2021,2021-08-29,Belgian Grand Prix,conventional,Practice 1,2021-08-27,Practice 2,2021-08-27,Practice 3,2021-08-28,Qualifying,2021-08-28,Race,2021-08-29,True,2021
13,13,Netherlands,Zandvoort,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2021,2021-09-05,Dutch Grand Prix,conventional,Practice 1,2021-09-03,Practice 2,2021-09-03,Practice 3,2021-09-04,Qualifying,2021-09-04,Race,2021-09-05,True,2021
14,14,Italy,Monza,FORMULA 1 HEINEKEN GRAN PREMIO D’ITALIA 2021,2021-09-12,Italian Grand Prix,sprint,Practice 1,2021-09-10,Qualifying,2021-09-10,Practice 2,2021-09-11,Sprint Qualifying,2021-09-11,Race,2021-09-12,True,2021
15,15,Russia,Sochi,FORMULA 1 VTB RUSSIAN GRAND PRIX 2021,2021-09-26,Russian Grand Prix,conventional,Practice 1,2021-09-24,Practice 2,2021-09-24,Practice 3,2021-09-25,Qualifying,2021-09-25,Race,2021-09-26,True,2021
16,16,Turkey,Istanbul,FORMULA 1 ROLEX TURKISH GRAND PRIX 2021,2021-10-10,Turkish Grand Prix,conventional,Practice 1,2021-10-08,Practice 2,2021-10-08,Practice 3,2021-10-09,Qualifying,2021-10-09,Race,2021-10-10,True,2021
17,17,USA,Austin,FORMULA 1 ARAMCO UNITED STATES GRAND PRIX 2021,2021-10-24,United States Grand Prix,conventional,Practice 1,2021-10-22,Practice 2,2021-10-22,Practice 3,2021-10-23,Qualifying,2021-10-23,Race,2021-10-24,True,2021
18,18,Mexico,Mexico City,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2021,2021-11-07,Mexico City Grand Prix,conventional,Practice 1,2021-11-05,Practice 2,2021-11-05,Practice 3,2021-11-06,Qualifying,2021-11-06,Race,2021-11-07,True,2021
19,19,Brazil,São Paulo,FORMULA 1 HEINEKEN GRANDE PRÊMIO DE SÃO PAULO 2021,2021-11-14,São Paulo Grand Prix,sprint,Practice 1,2021-11-12,Qualifying,2021-11-12,Practice 2,2021-11-13,Sprint Qualifying,2021-11-13,Race,2021-11-14,True,2021
20,20,Qatar,Al Daayen,FORMULA 1 OOREDOO QATAR GRAND PRIX 2021,2021-11-21,Qatar Grand Prix,conventional,Practice 1,2021-11-19,Practice 2,2021-11-19,Practice 3,2021-11-20,Qualifying,2021-11-20,Race,2021-11-21,True,2021
21,21,Saudi Arabia,Jeddah,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2021,2021-12-05,Saudi Arabian Grand Prix,conventional,Practice 1,2021-12-03,Practice 2,2021-12-03,Practice 3,2021-12-04,Qualifying,2021-12-04,Race,2021-12-05,True,2021
22,22,UAE,Abu Dhabi,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2021,2021-12-12,Abu Dhabi Grand Prix,conventional,Practice 1,2021-12-10,Practice 2,2021-12-10,Practice 3,2021-12-11,Qualifying,2021-12-11,Race,2021-12-12,True,2021
